order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FAP425903502,23-Apr-22,789903,25891502,244,25-Apr-22,25-Apr-22,195,0,1,0
FAP426903601,23-Apr-22,789903,25891502,119,26-Apr-22,26-Apr-22,113,0,1,0
FAP425621503,23-Apr-22,789621,25891502,159,25-Apr-22,25-Apr-22,159,1,1,1
FAP426621502,23-Apr-22,789621,25891502,145,26-Apr-22,26-Apr-22,145,1,1,1
FAP425503502,23-Apr-22,789503,25891502,205,25-Apr-22,28-Apr-22,205,1,0,1
FAP426720502,23-Apr-22,789720,25891502,225,26-Apr-22,28-Apr-22,225,1,0,1
FAP426101502,23-Apr-22,789101,25891502,131,26-Apr-22,26-Apr-22,118,0,1,0
FAP426401601,23-Apr-22,789401,25891502,197,26-Apr-22,26-Apr-22,187,0,1,0
FAP426721502,23-Apr-22,789721,25891502,161,26-Apr-22,26-Apr-22,145,0,1,0
FAP424501502,23-Apr-22,789501,25891502,121,24-Apr-22,24-Apr-22,121,1,1,1
FAP426501502,23-Apr-22,789501,25891502,102,26-Apr-22,29-Apr-22,102,1,0,1
FAP426601502,23-Apr-22,789601,25891502,127,26-Apr-22,26-Apr-22,127,1,1,1
FAP424521503,23-Apr-22,789521,25891502,221,24-Apr-22,26-Apr-22,221,1,0,1
FAP426521502,23-Apr-22,789521,25891502,241,26-Apr-22,26-Apr-22,241,1,1,1
FAP425421502,23-Apr-22,789421,25891502,199,25-Apr-22,25-Apr-22,159,0,1,0
FAP424421403,23-Apr-22,789421,25891403,408,24-Apr-22,25-Apr-22,326,0,0,0
FAP425402403,23-Apr-22,789402,25891403,470,25-Apr-22,24-Apr-22,470,1,1,1
FAP424203503,23-Apr-22,789203,25891403,471,24-Apr-22,24-Apr-22,471,1,1,1
FAP425903502,23-Apr-22,789903,25891403,248,25-Apr-22,25-Apr-22,223,0,1,0
FAP425201503,23-Apr-22,789201,25891403,344,25-Apr-22,25-Apr-22,344,1,1,1
FAP426503403,23-Apr-22,789503,25891403,433,26-Apr-22,26-Apr-22,433,1,1,1
FAP425122403,23-Apr-22,789122,25891403,336,25-Apr-22,26-Apr-22,302,0,0,0
FAP426202403,23-Apr-22,789202,25891403,203,26-Apr-22,28-Apr-22,203,1,0,1
FAP426720403,23-Apr-22,789720,25891403,448,26-Apr-22,26-Apr-22,448,1,1,1
FAP425301502,23-Apr-22,789301,25891403,493,25-Apr-22,25-Apr-22,493,1,1,1
FAP424601501,23-Apr-22,789601,25891403,465,24-Apr-22,24-Apr-22,419,0,1,0
FAP426601502,23-Apr-22,789601,25891403,224,26-Apr-22,26-Apr-22,213,0,1,0
FAP425522403,23-Apr-22,789522,25891403,249,25-Apr-22,26-Apr-22,249,1,0,1
FAP425103403,23-Apr-22,789103,25891403,299,25-Apr-22,25-Apr-22,284,0,1,0
FAP424220403,23-Apr-22,789220,25891403,283,24-Apr-22,24-Apr-22,283,1,1,1
FAP426220403,23-Apr-22,789220,25891403,359,26-Apr-22,26-Apr-22,359,1,1,1
FAP424622503,23-Apr-22,789622,25891503,104,24-Apr-22,25-Apr-22,104,1,0,1
FAP425121503,23-Apr-22,789121,25891503,172,25-Apr-22,27-Apr-22,172,1,0,1
FAP424403503,23-Apr-22,789403,25891503,170,24-Apr-22,24-Apr-22,170,1,1,1
FAP426503503,23-Apr-22,789503,25891503,176,26-Apr-22,28-Apr-22,176,1,0,1
FAP425220503,23-Apr-22,789220,25891503,204,25-Apr-22,28-Apr-22,204,1,0,1
FAP424521503,23-Apr-22,789521,25891503,145,24-Apr-22,26-Apr-22,145,1,0,1
FAP426521503,23-Apr-22,789521,25891503,147,26-Apr-22,27-Apr-22,147,1,0,1
FAP424103503,23-Apr-22,789103,25891503,163,24-Apr-22,24-Apr-22,147,0,1,0
FAP424902601,23-Apr-22,789902,25891503,228,24-Apr-22,24-Apr-22,228,1,1,1
FAP425201503,23-Apr-22,789201,25891503,125,25-Apr-22,25-Apr-22,125,1,1,1
FAP426201503,23-Apr-22,789201,25891503,234,26-Apr-22,26-Apr-22,211,0,1,0
FAP426501503,23-Apr-22,789501,25891503,159,26-Apr-22,26-Apr-22,127,0,1,0
FAP424102503,23-Apr-22,789102,25891503,135,24-Apr-22,23-Apr-22,135,1,1,1
FAP426102503,23-Apr-22,789102,25891503,220,26-Apr-22,26-Apr-22,176,0,1,0
FAP425721503,23-Apr-22,789721,25891503,189,25-Apr-22,25-Apr-22,189,1,1,1
FAP424202603,23-Apr-22,789202,25891503,102,24-Apr-22,24-Apr-22,102,1,1,1
FAP426522603,23-Apr-22,789522,25891503,217,26-Apr-22,27-Apr-22,217,1,0,1
FAP425621503,23-Apr-22,789621,25891503,134,25-Apr-22,25-Apr-22,134,1,1,1
FAP424122503,23-Apr-22,789122,25891503,167,24-Apr-22,26-Apr-22,150,0,0,0
FAP424203503,23-Apr-22,789203,25891503,124,24-Apr-22,24-Apr-22,99,0,1,0
FAP424603103,23-Apr-22,789603,25891103,350,24-Apr-22,23-Apr-22,350,1,1,1
FAP426603303,23-Apr-22,789603,25891103,479,26-Apr-22,26-Apr-22,479,1,1,1
FAP425520103,23-Apr-22,789520,25891103,423,25-Apr-22,28-Apr-22,423,1,0,1
FAP424621103,23-Apr-22,789621,25891103,380,24-Apr-22,25-Apr-22,380,1,0,1
FAP426621502,23-Apr-22,789621,25891103,332,26-Apr-22,26-Apr-22,266,0,1,0
FAP426402601,23-Apr-22,789402,25891103,408,26-Apr-22,26-Apr-22,367,0,1,0
FAP424121103,23-Apr-22,789121,25891103,452,24-Apr-22,26-Apr-22,452,1,0,1
FAP425121201,23-Apr-22,789121,25891103,453,25-Apr-22,26-Apr-22,408,0,0,0
FAP424221601,23-Apr-22,789221,25891103,348,24-Apr-22,24-Apr-22,348,1,1,1
FAP426503403,23-Apr-22,789503,25891103,462,26-Apr-22,26-Apr-22,462,1,1,1
FAP425122403,23-Apr-22,789122,25891103,386,25-Apr-22,26-Apr-22,386,1,0,1
FAP425301502,23-Apr-22,789301,25891103,359,25-Apr-22,25-Apr-22,323,0,1,0
FAP426721502,23-Apr-22,789721,25891103,402,26-Apr-22,26-Apr-22,402,1,1,1
FAP425420501,23-Apr-22,789420,25891103,398,25-Apr-22,28-Apr-22,398,1,0,1
FAP424221601,23-Apr-22,789221,25891601,117,24-Apr-22,24-Apr-22,105,0,1,0
FAP425221601,23-Apr-22,789221,25891601,178,25-Apr-22,25-Apr-22,178,1,1,1
FAP426703601,23-Apr-22,789703,25891601,154,26-Apr-22,26-Apr-22,154,1,1,1
FAP424520601,23-Apr-22,789520,25891601,93,24-Apr-22,26-Apr-22,93,1,0,1
FAP424902601,23-Apr-22,789902,25891601,138,24-Apr-22,24-Apr-22,138,1,1,1
FAP426402601,23-Apr-22,789402,25891601,144,26-Apr-22,26-Apr-22,144,1,1,1
FAP425622601,23-Apr-22,789622,25891601,130,25-Apr-22,25-Apr-22,104,0,1,0
FAP426303601,23-Apr-22,789303,25891601,119,26-Apr-22,26-Apr-22,119,1,1,1
FAP424220601,23-Apr-22,789220,25891601,72,24-Apr-22,23-Apr-22,68,0,1,0
FAP426903601,23-Apr-22,789903,25891601,125,26-Apr-22,26-Apr-22,100,0,1,0
FAP424621601,23-Apr-22,789621,25891601,70,24-Apr-22,24-Apr-22,70,1,1,1
FAP426401601,23-Apr-22,789401,25891601,196,26-Apr-22,26-Apr-22,196,1,1,1
FAP425102601,23-Apr-22,789102,25891601,121,25-Apr-22,25-Apr-22,121,1,1,1
FAP425203603,23-Apr-22,789203,25891601,76,25-Apr-22,25-Apr-22,76,1,1,1
FAP424501502,23-Apr-22,789501,25891402,282,24-Apr-22,24-Apr-22,268,0,1,0
FAP425402402,23-Apr-22,789402,25891402,372,25-Apr-22,25-Apr-22,372,1,1,1
FAP425420402,23-Apr-22,789420,25891402,489,25-Apr-22,24-Apr-22,489,1,1,1
FAP424720402,23-Apr-22,789720,25891402,413,24-Apr-22,24-Apr-22,413,1,1,1
FAP426721402,23-Apr-22,789721,25891402,213,26-Apr-22,27-Apr-22,213,1,0,1
FAP425520402,23-Apr-22,789520,25891402,442,25-Apr-22,27-Apr-22,420,0,0,0
FAP425503603,23-Apr-22,789503,25891402,398,25-Apr-22,25-Apr-22,398,1,1,1
FAP424422402,23-Apr-22,789422,25891402,306,24-Apr-22,25-Apr-22,306,1,0,1
FAP424203503,23-Apr-22,789203,25891402,303,24-Apr-22,24-Apr-22,288,0,1,0
FAP426203602,23-Apr-22,789203,25891402,474,26-Apr-22,26-Apr-22,474,1,1,1
FAP426902402,23-Apr-22,789902,25891402,379,26-Apr-22,25-Apr-22,379,1,1,1
FAP424903402,23-Apr-22,789903,25891402,429,24-Apr-22,24-Apr-22,429,1,1,1
FAP425201503,23-Apr-22,789201,25891402,402,25-Apr-22,25-Apr-22,402,1,1,1
FAP425101402,23-Apr-22,789101,25891402,324,25-Apr-22,25-Apr-22,324,1,1,1
FAP426122402,23-Apr-22,789122,25891402,250,26-Apr-22,28-Apr-22,250,1,0,1
FAP424221601,23-Apr-22,789221,25891402,297,24-Apr-22,24-Apr-22,267,0,1,0
FAP425622402,23-Apr-22,789622,25891402,223,25-Apr-22,26-Apr-22,212,0,0,0
FAP424421403,23-Apr-22,789421,25891402,306,24-Apr-22,25-Apr-22,306,1,0,1
FAP425421402,23-Apr-22,789421,25891402,244,25-Apr-22,27-Apr-22,244,1,0,1
FAP424102402,23-Apr-22,789102,25891402,232,24-Apr-22,24-Apr-22,232,1,1,1
FAP425603203,23-Apr-22,789603,25891201,405,25-Apr-22,25-Apr-22,385,0,1,0
FAP425121201,23-Apr-22,789121,25891201,250,25-Apr-22,26-Apr-22,250,1,0,1
FAP426122502,23-Apr-22,789122,25891201,202,26-Apr-22,25-Apr-22,192,0,1,0
FAP424301201,23-Apr-22,789301,25891201,149,24-Apr-22,23-Apr-22,149,1,1,1
FAP424521201,23-Apr-22,789521,25891201,133,24-Apr-22,27-Apr-22,106,0,0,0
FAP425320401,23-Apr-22,789320,25891201,427,25-Apr-22,26-Apr-22,427,1,0,1
FAP424202201,23-Apr-22,789202,25891201,463,24-Apr-22,23-Apr-22,440,0,1,0
FAP426202201,23-Apr-22,789202,25891201,482,26-Apr-22,25-Apr-22,434,0,1,0
FAP426421201,23-Apr-22,789421,25891201,292,26-Apr-22,29-Apr-22,263,0,0,0
FAP424102503,23-Apr-22,789102,25891201,192,24-Apr-22,23-Apr-22,192,1,1,1
FAP424103503,23-Apr-22,789103,25891201,173,24-Apr-22,24-Apr-22,164,0,1,0
FAP424422402,23-Apr-22,789422,25891201,453,24-Apr-22,25-Apr-22,453,1,0,1
FAP425221201,23-Apr-22,789221,25891201,230,25-Apr-22,26-Apr-22,230,1,0,1
FAP426702202,23-Apr-22,789702,25891201,494,26-Apr-22,26-Apr-22,395,0,1,0
FAP424203503,23-Apr-22,789203,25891201,354,24-Apr-22,24-Apr-22,354,1,1,1
FAP424520501,23-Apr-22,789520,25891501,141,24-Apr-22,27-Apr-22,127,0,0,0
FAP425520501,23-Apr-22,789520,25891501,110,25-Apr-22,26-Apr-22,104,0,0,0
FAP424721501,23-Apr-22,789721,25891501,100,24-Apr-22,24-Apr-22,100,1,1,1
FAP425321501,23-Apr-22,789321,25891501,123,25-Apr-22,25-Apr-22,123,1,1,1
FAP424902601,23-Apr-22,789902,25891501,223,24-Apr-22,24-Apr-22,201,0,1,0
FAP425902603,23-Apr-22,789902,25891501,219,25-Apr-22,25-Apr-22,219,1,1,1
FAP424601501,23-Apr-22,789601,25891501,173,24-Apr-22,24-Apr-22,164,0,1,0
FAP425522501,23-Apr-22,789522,25891501,247,25-Apr-22,28-Apr-22,235,0,0,0
FAP425420501,23-Apr-22,789420,25891501,230,25-Apr-22,28-Apr-22,230,1,0,1
FAP426121501,23-Apr-22,789121,25891501,193,26-Apr-22,26-Apr-22,174,0,1,0
FAP426903601,23-Apr-22,789903,25891501,100,26-Apr-22,26-Apr-22,100,1,1,1
FAP425122501,23-Apr-22,789122,25891501,169,25-Apr-22,27-Apr-22,135,0,0,0
FAP426101502,23-Apr-22,789101,25891501,203,26-Apr-22,26-Apr-22,203,1,1,1
FAP426303601,23-Apr-22,789303,25891501,124,26-Apr-22,26-Apr-22,124,1,1,1
FAP424521503,23-Apr-22,789521,25891501,121,24-Apr-22,26-Apr-22,121,1,0,1
FAP424402501,23-Apr-22,789402,25891501,161,24-Apr-22,23-Apr-22,129,0,1,0
FAP426402601,23-Apr-22,789402,25891501,232,26-Apr-22,26-Apr-22,220,0,1,0
FAP424220501,23-Apr-22,789220,25891501,239,24-Apr-22,25-Apr-22,239,1,0,1
FAP425220602,23-Apr-22,789220,25891501,157,25-Apr-22,24-Apr-22,149,0,1,0
FAP424622501,23-Apr-22,789622,25891501,216,24-Apr-22,24-Apr-22,205,0,1,0
FAP424503602,23-Apr-22,789503,25891602,171,24-Apr-22,24-Apr-22,171,1,1,1
FAP426301602,23-Apr-22,789301,25891602,86,26-Apr-22,28-Apr-22,86,1,0,1
FAP424102602,23-Apr-22,789102,25891602,109,24-Apr-22,26-Apr-22,98,0,0,0
FAP425720602,23-Apr-22,789720,25891602,105,25-Apr-22,25-Apr-22,105,1,1,1
FAP425521602,23-Apr-22,789521,25891602,191,25-Apr-22,25-Apr-22,191,1,1,1
FAP426203602,23-Apr-22,789203,25891602,51,26-Apr-22,26-Apr-22,51,1,1,1
FAP426221602,23-Apr-22,789221,25891602,172,26-Apr-22,26-Apr-22,172,1,1,1
FAP425522602,23-Apr-22,789522,25891602,156,25-Apr-22,25-Apr-22,156,1,1,1
FAP425902602,23-Apr-22,789902,25891602,134,25-Apr-22,27-Apr-22,134,1,0,1
FAP426902602,23-Apr-22,789902,25891602,197,26-Apr-22,26-Apr-22,197,1,1,1
FAP425220602,23-Apr-22,789220,25891602,154,25-Apr-22,24-Apr-22,154,1,1,1
FAP424101602,23-Apr-22,789101,25891602,188,24-Apr-22,24-Apr-22,188,1,1,1
FAP425421602,23-Apr-22,789421,25891602,197,25-Apr-22,28-Apr-22,187,0,0,0
FAP424422602,23-Apr-22,789422,25891602,197,24-Apr-22,24-Apr-22,197,1,1,1
FAP426422602,23-Apr-22,789422,25891602,161,26-Apr-22,27-Apr-22,153,0,0,0
FAP426220403,23-Apr-22,789220,25891101,491,26-Apr-22,26-Apr-22,466,0,1,0
FAP425201503,23-Apr-22,789201,25891101,300,25-Apr-22,25-Apr-22,300,1,1,1
FAP425522603,23-Apr-22,789522,25891101,353,25-Apr-22,27-Apr-22,318,0,0,0
FAP424101602,23-Apr-22,789101,25891101,364,24-Apr-22,24-Apr-22,364,1,1,1
FAP425101101,23-Apr-22,789101,25891101,386,25-Apr-22,26-Apr-22,386,1,0,1
FAP426603303,23-Apr-22,789603,25891101,395,26-Apr-22,26-Apr-22,395,1,1,1
FAP426703601,23-Apr-22,789703,25891101,476,26-Apr-22,26-Apr-22,476,1,1,1
FAP425203603,23-Apr-22,789203,25891101,396,25-Apr-22,25-Apr-22,396,1,1,1
FAP426421201,23-Apr-22,789421,25891101,377,26-Apr-22,29-Apr-22,339,0,0,0
FAP425601101,23-Apr-22,789601,25891101,422,25-Apr-22,25-Apr-22,422,1,1,1
FAP424403503,23-Apr-22,789403,25891101,354,24-Apr-22,24-Apr-22,354,1,1,1
FAP425301502,23-Apr-22,789301,25891101,487,25-Apr-22,25-Apr-22,463,0,1,0
FAP425420101,23-Apr-22,789420,25891101,462,25-Apr-22,25-Apr-22,462,1,1,1
FAP424622501,23-Apr-22,789622,25891101,379,24-Apr-22,24-Apr-22,303,0,1,0
FAP426422602,23-Apr-22,789422,25891101,341,26-Apr-22,27-Apr-22,307,0,0,0
FAP424402203,23-Apr-22,789402,25891101,487,24-Apr-22,24-Apr-22,487,1,1,1
FAP425402402,23-Apr-22,789402,25891101,346,25-Apr-22,25-Apr-22,346,1,1,1
FAP425603401,23-Apr-22,789603,25891401,436,25-Apr-22,27-Apr-22,436,1,0,1
FAP424621601,23-Apr-22,789621,25891401,485,24-Apr-22,24-Apr-22,485,1,1,1
FAP425622401,23-Apr-22,789622,25891401,249,25-Apr-22,24-Apr-22,249,1,1,1
FAP424121401,23-Apr-22,789121,25891401,202,24-Apr-22,25-Apr-22,162,0,0,0
FAP425121401,23-Apr-22,789121,25891401,418,25-Apr-22,25-Apr-22,418,1,1,1
FAP426501503,23-Apr-22,789501,25891401,300,26-Apr-22,26-Apr-22,300,1,1,1
FAP425320401,23-Apr-22,789320,25891401,403,25-Apr-22,26-Apr-22,403,1,0,1
FAP424903402,23-Apr-22,789903,25891401,282,24-Apr-22,24-Apr-22,282,1,1,1
FAP426903601,23-Apr-22,789903,25891401,421,26-Apr-22,26-Apr-22,379,0,1,0
FAP425203401,23-Apr-22,789203,25891401,429,25-Apr-22,26-Apr-22,429,1,0,1
FAP426203401,23-Apr-22,789203,25891401,278,26-Apr-22,27-Apr-22,278,1,0,1
FAP425103403,23-Apr-22,789103,25891401,442,25-Apr-22,25-Apr-22,398,0,1,0
FAP425101402,23-Apr-22,789101,25891401,252,25-Apr-22,25-Apr-22,252,1,1,1
FAP426220403,23-Apr-22,789220,25891401,366,26-Apr-22,26-Apr-22,329,0,1,0
FAP424321603,23-Apr-22,789321,25891401,473,24-Apr-22,24-Apr-22,473,1,1,1
FAP424320603,23-Apr-22,789320,25891603,147,24-Apr-22,24-Apr-22,132,0,1,0
FAP426101603,23-Apr-22,789101,25891603,179,26-Apr-22,25-Apr-22,179,1,1,1
FAP424522603,23-Apr-22,789522,25891603,176,24-Apr-22,27-Apr-22,176,1,0,1
FAP425522603,23-Apr-22,789522,25891603,103,25-Apr-22,27-Apr-22,103,1,0,1
FAP426522603,23-Apr-22,789522,25891603,136,26-Apr-22,27-Apr-22,136,1,0,1
FAP426521603,23-Apr-22,789521,25891603,54,26-Apr-22,29-Apr-22,43,0,0,0
FAP425421603,23-Apr-22,789421,25891603,66,25-Apr-22,24-Apr-22,66,1,1,1
FAP424503603,23-Apr-22,789503,25891603,102,24-Apr-22,25-Apr-22,102,1,0,1
FAP425503603,23-Apr-22,789503,25891603,103,25-Apr-22,25-Apr-22,103,1,1,1
FAP425902603,23-Apr-22,789902,25891603,74,25-Apr-22,25-Apr-22,74,1,1,1
FAP424703603,23-Apr-22,789703,25891603,52,24-Apr-22,24-Apr-22,52,1,1,1
FAP425303603,23-Apr-22,789303,25891603,127,25-Apr-22,25-Apr-22,127,1,1,1
FAP424702603,23-Apr-22,789702,25891603,64,24-Apr-22,24-Apr-22,58,0,1,0
FAP425702603,23-Apr-22,789702,25891603,95,25-Apr-22,25-Apr-22,95,1,1,1
FAP425203603,23-Apr-22,789203,25891603,74,25-Apr-22,25-Apr-22,74,1,1,1
FAP424321603,23-Apr-22,789321,25891603,120,24-Apr-22,24-Apr-22,120,1,1,1
FAP424202603,23-Apr-22,789202,25891603,181,24-Apr-22,24-Apr-22,163,0,1,0
FAP425202603,23-Apr-22,789202,25891603,107,25-Apr-22,25-Apr-22,107,1,1,1
FAP424201603,23-Apr-22,789201,25891603,189,24-Apr-22,23-Apr-22,170,0,1,0
FAP426102503,23-Apr-22,789102,25891202,456,26-Apr-22,26-Apr-22,456,1,1,1
FAP425501202,23-Apr-22,789501,25891202,476,25-Apr-22,25-Apr-22,452,0,1,0
FAP426501503,23-Apr-22,789501,25891202,121,26-Apr-22,26-Apr-22,121,1,1,1
FAP426702202,23-Apr-22,789702,25891202,260,26-Apr-22,26-Apr-22,234,0,1,0
FAP424122202,23-Apr-22,789122,25891202,111,24-Apr-22,23-Apr-22,89,0,1,0
FAP426122202,23-Apr-22,789122,25891202,386,26-Apr-22,26-Apr-22,386,1,1,1
FAP426320202,23-Apr-22,789320,25891202,387,26-Apr-22,26-Apr-22,387,1,1,1
FAP426301302,23-Apr-22,789301,25891202,359,26-Apr-22,26-Apr-22,359,1,1,1
FAP424703603,23-Apr-22,789703,25891202,496,24-Apr-22,24-Apr-22,496,1,1,1
FAP426103202,23-Apr-22,789103,25891202,104,26-Apr-22,26-Apr-22,99,0,1,0
FAP425303202,23-Apr-22,789303,25891202,300,25-Apr-22,24-Apr-22,240,0,1,0
FAP424721501,23-Apr-22,789721,25891202,452,24-Apr-22,24-Apr-22,452,1,1,1
FAP424421403,23-Apr-22,789421,25891202,251,24-Apr-22,25-Apr-22,226,0,0,0
FAP425421402,23-Apr-22,789421,25891202,268,25-Apr-22,27-Apr-22,214,0,0,0
FAP424401203,23-Apr-22,789401,25891202,353,24-Apr-22,24-Apr-22,282,0,1,0
FAP424201202,23-Apr-22,789201,25891202,494,24-Apr-22,25-Apr-22,494,1,0,1
FAP424521202,23-Apr-22,789521,25891202,464,24-Apr-22,23-Apr-22,441,0,1,0
FAP425521202,23-Apr-22,789521,25891202,162,25-Apr-22,26-Apr-22,154,0,0,0
FAP425520501,23-Apr-22,789520,25891202,493,25-Apr-22,26-Apr-22,468,0,0,0
FAP426720403,23-Apr-22,789720,25891202,178,26-Apr-22,26-Apr-22,178,1,1,1
FAP425621503,23-Apr-22,789621,25891202,195,25-Apr-22,25-Apr-22,175,0,1,0
FAP424321603,23-Apr-22,789321,25891202,128,24-Apr-22,24-Apr-22,128,1,1,1
FAP424522301,23-Apr-22,789522,25891202,156,24-Apr-22,26-Apr-22,125,0,0,0
FAP425121401,23-Apr-22,789121,25891202,374,25-Apr-22,25-Apr-22,374,1,1,1
FAP426121202,23-Apr-22,789121,25891202,403,26-Apr-22,28-Apr-22,403,1,0,1
FAP426603303,23-Apr-22,789603,25891303,71,26-Apr-22,26-Apr-22,71,1,1,1
FAP424721501,23-Apr-22,789721,25891303,71,24-Apr-22,24-Apr-22,57,0,1,0
FAP424522303,23-Apr-22,789522,25891303,88,24-Apr-22,25-Apr-22,88,1,0,1
FAP424720402,23-Apr-22,789720,25891303,43,24-Apr-22,24-Apr-22,43,1,1,1
FAP426421303,23-Apr-22,789421,25891303,69,26-Apr-22,27-Apr-22,66,0,0,0
FAP424622501,23-Apr-22,789622,25891303,58,24-Apr-22,24-Apr-22,46,0,1,0
FAP425520303,23-Apr-22,789520,25891303,81,25-Apr-22,24-Apr-22,81,1,1,1
FAP424320502,23-Apr-22,789320,25891303,94,24-Apr-22,26-Apr-22,94,1,0,1
FAP425702603,23-Apr-22,789702,25891303,96,25-Apr-22,25-Apr-22,91,0,1,0
FAP425202603,23-Apr-22,789202,25891303,97,25-Apr-22,25-Apr-22,97,1,1,1
FAP426503403,23-Apr-22,789503,25891303,70,26-Apr-22,26-Apr-22,70,1,1,1
FAP424121401,23-Apr-22,789121,25891303,51,24-Apr-22,25-Apr-22,51,1,0,1
FAP424101303,23-Apr-22,789101,25891303,30,24-Apr-22,25-Apr-22,24,0,0,0
FAP425903502,23-Apr-22,789903,25891303,44,25-Apr-22,25-Apr-22,42,0,1,0
FAP426103603,24-Apr-22,789103,25891203,192,26-Apr-22,26-Apr-22,154,0,1,0
FAP427422501,24-Apr-22,789422,25891203,274,27-Apr-22,28-Apr-22,260,0,0,0
FAP425401503,24-Apr-22,789401,25891203,322,25-Apr-22,25-Apr-22,322,1,1,1
FAP426401303,24-Apr-22,789401,25891203,443,26-Apr-22,26-Apr-22,421,0,1,0
FAP425320603,24-Apr-22,789320,25891203,469,25-Apr-22,25-Apr-22,422,0,1,0
FAP426220203,24-Apr-22,789220,25891203,367,26-Apr-22,26-Apr-22,367,1,1,1
FAP425521403,24-Apr-22,789521,25891203,119,25-Apr-22,26-Apr-22,119,1,0,1
FAP426420401,24-Apr-22,789420,25891203,253,26-Apr-22,28-Apr-22,253,1,0,1
FAP426522302,24-Apr-22,789522,25891203,167,26-Apr-22,28-Apr-22,167,1,0,1
FAP426403603,24-Apr-22,789403,25891203,174,26-Apr-22,26-Apr-22,174,1,1,1
FAP426202203,24-Apr-22,789202,25891203,297,26-Apr-22,27-Apr-22,267,0,0,0
FAP425503203,24-Apr-22,789503,25891203,110,25-Apr-22,27-Apr-22,110,1,0,1
FAP427503301,24-Apr-22,789503,25891203,441,27-Apr-22,27-Apr-22,441,1,1,1
FAP426303203,24-Apr-22,789303,25891203,380,26-Apr-22,26-Apr-22,380,1,1,1
FAP425221403,24-Apr-22,789221,25891203,145,25-Apr-22,25-Apr-22,145,1,1,1
FAP425501402,24-Apr-22,789501,25891203,237,25-Apr-22,25-Apr-22,213,0,1,0
FAP425601203,24-Apr-22,789601,25891203,330,25-Apr-22,24-Apr-22,297,0,1,0
FAP426520503,24-Apr-22,789520,25891203,275,26-Apr-22,26-Apr-22,261,0,1,0
FAP425102602,24-Apr-22,789102,25891302,71,25-Apr-22,25-Apr-22,64,0,1,0
FAP426102502,24-Apr-22,789102,25891302,29,26-Apr-22,26-Apr-22,29,1,1,1
FAP427102402,24-Apr-22,789102,25891302,51,27-Apr-22,27-Apr-22,51,1,1,1
FAP426621501,24-Apr-22,789621,25891302,72,26-Apr-22,27-Apr-22,72,1,0,1
FAP427321503,24-Apr-22,789321,25891302,31,27-Apr-22,27-Apr-22,31,1,1,1
FAP427501602,24-Apr-22,789501,25891302,74,27-Apr-22,27-Apr-22,74,1,1,1
FAP426221302,24-Apr-22,789221,25891302,60,26-Apr-22,27-Apr-22,57,0,0,0
FAP427520302,24-Apr-22,789520,25891302,97,27-Apr-22,28-Apr-22,87,0,0,0
FAP426201302,24-Apr-22,789201,25891302,37,26-Apr-22,26-Apr-22,37,1,1,1
FAP426521302,24-Apr-22,789521,25891302,51,26-Apr-22,27-Apr-22,51,1,0,1
FAP425303302,24-Apr-22,789303,25891302,62,25-Apr-22,26-Apr-22,62,1,0,1
FAP427303302,24-Apr-22,789303,25891302,47,27-Apr-22,27-Apr-22,38,0,1,0
FAP425601603,24-Apr-22,789601,25891302,32,25-Apr-22,25-Apr-22,29,0,1,0
FAP426522302,24-Apr-22,789522,25891302,75,26-Apr-22,28-Apr-22,75,1,0,1
FAP427903302,24-Apr-22,789903,25891302,57,27-Apr-22,27-Apr-22,46,0,1,0
FAP426402302,24-Apr-22,789402,25891302,32,26-Apr-22,26-Apr-22,32,1,1,1
FAP427301302,24-Apr-22,789301,25891302,44,27-Apr-22,26-Apr-22,40,0,1,0
FAP425703602,24-Apr-22,789703,25891301,26,25-Apr-22,25-Apr-22,26,1,1,1
FAP425320301,24-Apr-22,789320,25891301,39,25-Apr-22,27-Apr-22,35,0,0,0
FAP426320301,24-Apr-22,789320,25891301,59,26-Apr-22,25-Apr-22,59,1,1,1
FAP426421301,24-Apr-22,789421,25891301,76,26-Apr-22,27-Apr-22,76,1,0,1
FAP426103301,24-Apr-22,789103,25891301,59,26-Apr-22,27-Apr-22,59,1,0,1
FAP427121301,24-Apr-22,789121,25891301,43,27-Apr-22,27-Apr-22,39,0,1,0
FAP426201302,24-Apr-22,789201,25891301,44,26-Apr-22,26-Apr-22,44,1,1,1
FAP427201402,24-Apr-22,789201,25891301,28,27-Apr-22,27-Apr-22,28,1,1,1
FAP427503301,24-Apr-22,789503,25891301,91,27-Apr-22,27-Apr-22,91,1,1,1
FAP427202501,24-Apr-22,789202,25891301,58,27-Apr-22,27-Apr-22,46,0,1,0
FAP426621303,24-Apr-22,789621,25891301,24,26-Apr-22,26-Apr-22,24,1,1,1
FAP425303302,24-Apr-22,789303,25891102,472,25-Apr-22,26-Apr-22,472,1,0,1
FAP426402302,24-Apr-22,789402,25891102,481,26-Apr-22,26-Apr-22,481,1,1,1
FAP427520601,24-Apr-22,789520,25891102,378,27-Apr-22,26-Apr-22,340,0,1,0
FAP427622602,24-Apr-22,789622,25891102,334,27-Apr-22,27-Apr-22,301,0,1,0
FAP425522102,24-Apr-22,789522,25891102,492,25-Apr-22,26-Apr-22,492,1,0,1
